type,timestamp,source,event,event_type,entity_type,time_bucket,size_category,log_ip,destination,src_port,dst_port,length,level,pid
pcap,1776871226.0591297,23.208.64.225,TCP connection,connection,ip,20,small,,192.168.1.4,443,64422,54,,
pcap,1776871226.0591297,23.208.64.225,TCP connection,connection,ip,20,small,,192.168.1.4,443,64422,54,,
pcap,1776871226.0656245,23.208.64.225,TCP connection,connection,ip,20,small,,192.168.1.4,443,64422,54,,
pcap,1776871226.071283,23.208.64.225,TCP connection,connection,ip,20,large,,192.168.1.4,443,64422,660,,
pcap,1776871226.0714004,192.168.1.4,TCP connection,connection,ip,20,small,,23.208.64.225,64422,443,54,,
pcap,1776871226.0801413,23.208.64.225,TCP connection,connection,ip,20,medium,,192.168.1.4,443,64422,115,,
pcap,1776871226.0801413,23.208.64.225,TCP connection,connection,ip,20,small,,192.168.1.4,443,64422,85,,
pcap,1776871226.0802927,192.168.1.4,TCP connection,connection,ip,20,small,,23.208.64.225,64422,443,54,,
pcap,1776871226.0807087,192.168.1.4,TCP connection,connection,ip,20,small,,23.208.64.225,64422,443,85,,
pcap,1776871226.0850701,13.204.106.34,TCP connection,connection,ip,20,small,,192.168.1.4,443,54749,54,,
pcap,1776871226.095452,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,1288,,
pcap,1776871226.095452,2001:4860:4826:7700::,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,277,,
pcap,1776871226.095452,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,88,,
pcap,1776871226.095452,2001:4860:4826:7700::,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,293,,
pcap,1776871226.095452,13.204.106.34,TCP connection,connection,ip,20,large,,192.168.1.4,443,54749,528,,
pcap,1776871226.095996,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,98,,
pcap,1776871226.0961552,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,94,,
pcap,1776871226.1008296,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,medium,,fe80::26de:8aff:fe46:4781,59117,53,106,,
pcap,1776871226.101074,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,medium,,fe80::26de:8aff:fe46:4781,63053,53,106,,
pcap,1776871226.1012747,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,medium,,fe80::26de:8aff:fe46:4781,49824,53,106,,
pcap,1776871226.1342275,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2001:4860:4826:7700::,52498,443,277,,
pcap,1776871226.1431718,192.168.1.4,TCP connection,connection,ip,20,small,,13.204.106.34,54749,443,54,,
pcap,1776871226.1557882,fe80::26de:8aff:fe46:4781,UDP connection,connection,ip,20,medium,,fe80::43b9:ea7:9315:7318,53,59117,163,,
pcap,1776871226.1557882,fe80::26de:8aff:fe46:4781,UDP connection,connection,ip,20,medium,,fe80::43b9:ea7:9315:7318,53,63053,134,,
pcap,1776871226.1572328,fe80::26de:8aff:fe46:4781,UDP connection,connection,ip,20,medium,,fe80::43b9:ea7:9315:7318,53,49824,122,,
pcap,1776871226.158728,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2404:6800:4007:810::200e,63698,443,1292,,
pcap,1776871226.1587925,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2404:6800:4007:810::200e,63698,443,1292,,
pcap,1776871226.1753423,23.208.64.225,TCP connection,connection,ip,20,small,,192.168.1.4,443,64422,54,,
pcap,1776871226.2054842,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,87,,
pcap,1776871226.2403967,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,91,,
pcap,1776871226.2403967,2404:6800:4007:810::200e,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,63698,102,,
pcap,1776871226.2408257,2404:6800:4007:810::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,63698,1292,,
pcap,1776871226.2408257,2404:6800:4007:810::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,63698,1292,,
pcap,1776871226.2408257,2404:6800:4007:810::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,63698,1292,,
pcap,1776871226.241583,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2404:6800:4007:810::200e,63698,443,1292,,
pcap,1776871226.2663414,2404:6800:4007:810::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,63698,1292,,
pcap,1776871226.2663414,2404:6800:4007:810::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,63698,1240,,
pcap,1776871226.2670684,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2404:6800:4007:810::200e,63698,443,101,,
pcap,1776871226.267227,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,95,,
pcap,1776871226.2690804,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2404:6800:4007:810::200e,63698,443,145,,
pcap,1776871226.2692165,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2404:6800:4007:810::200e,63698,443,135,,
pcap,1776871226.2695117,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2404:6800:4007:810::200e,63698,443,404,,
pcap,1776871226.3166044,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,1054,,
pcap,1776871226.3166044,2001:4860:4826:7700::,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,285,,
pcap,1776871226.3172295,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,98,,
pcap,1776871226.3558648,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2001:4860:4826:7700::,52498,443,277,,
pcap,1776871226.358768,2404:6800:4007:810::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,63698,1029,,
pcap,1776871226.358768,2404:6800:4007:810::200e,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,63698,183,,
pcap,1776871226.358768,2404:6800:4007:810::200e,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,63698,89,,
pcap,1776871226.3591702,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2404:6800:4007:810::200e,63698,443,93,,
pcap,1776871226.3597538,2404:6800:4007:810::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,63698,1288,,
pcap,1776871226.3597538,2404:6800:4007:810::200e,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,63698,434,,
pcap,1776871226.360096,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2404:6800:4007:810::200e,63698,443,97,,
pcap,1776871226.3859382,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2404:6800:4007:810::200e,63698,443,94,,
pcap,1776871226.3895388,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,55746,53,94,,
pcap,1776871226.38983,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,63697,53,94,,
pcap,1776871226.3904426,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,50556,53,94,,
pcap,1776871226.4308221,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,90,,
pcap,1776871226.4410112,2600:140f:6600::17d7:3c5a,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,61863,93,,
pcap,1776871226.442578,fe80::26de:8aff:fe46:4781,UDP connection,connection,ip,20,medium,,fe80::43b9:ea7:9315:7318,53,55746,165,,
pcap,1776871226.442578,fe80::26de:8aff:fe46:4781,UDP connection,connection,ip,20,medium,,fe80::43b9:ea7:9315:7318,53,63697,143,,
pcap,1776871226.442578,fe80::26de:8aff:fe46:4781,UDP connection,connection,ip,20,medium,,fe80::43b9:ea7:9315:7318,53,50556,131,,
pcap,1776871226.444461,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2404:6800:4007:800::200e,59772,443,1292,,
pcap,1776871226.4445488,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2404:6800:4007:800::200e,59772,443,1292,,
pcap,1776871226.4651005,2404:6800:4007:810::200e,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,63698,85,,
pcap,1776871226.4655776,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,95,,
pcap,1776871226.471392,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2600:140f:6600::17d7:3c5a,61863,443,94,,
pcap,1776871226.511004,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2001:4860:4826:7700::,52498,443,102,,
pcap,1776871226.512071,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2001:4860:4826:7700::,52498,443,278,,
pcap,1776871226.514412,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,1097,,
pcap,1776871226.514412,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,88,,
pcap,1776871226.514412,2001:4860:4826:7700::,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,188,,
pcap,1776871226.514788,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,94,,
pcap,1776871226.525031,2404:6800:4007:800::200e,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,102,,
pcap,1776871226.525031,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.525031,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.525031,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.5256183,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2404:6800:4007:800::200e,59772,443,1292,,
pcap,1776871226.5457094,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.5457094,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.5457094,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,836,,
pcap,1776871226.546176,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2404:6800:4007:800::200e,59772,443,101,,
pcap,1776871226.5466795,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,95,,
pcap,1776871226.548131,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2404:6800:4007:800::200e,59772,443,102,,
pcap,1776871226.5486267,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2404:6800:4007:800::200e,59772,443,145,,
pcap,1776871226.5487685,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2404:6800:4007:800::200e,59772,443,132,,
pcap,1776871226.5507774,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2404:6800:4007:800::200e,59772,443,1288,,
pcap,1776871226.5508602,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2404:6800:4007:800::200e,59772,443,1292,,
pcap,1776871226.550889,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2404:6800:4007:800::200e,59772,443,107,,
pcap,1776871226.5900266,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,93,,
pcap,1776871226.6145918,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,92,,
pcap,1776871226.6149912,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,94,,
pcap,1776871226.62523,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1005,,
pcap,1776871226.62523,2404:6800:4007:800::200e,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,183,,
pcap,1776871226.62523,23.208.64.225,TCP connection,connection,ip,20,large,,192.168.1.4,443,64422,735,,
pcap,1776871226.62523,2404:6800:4007:800::200e,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,85,,
pcap,1776871226.6257682,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2404:6800:4007:800::200e,59772,443,93,,
pcap,1776871226.627746,192.168.1.4,TCP connection,connection,ip,20,small,,23.208.64.225,64422,443,89,,
pcap,1776871226.6343098,2404:6800:4007:800::200e,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,89,,
pcap,1776871226.644536,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,54887,53,96,,
pcap,1776871226.6448846,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,56335,53,96,,
pcap,1776871226.6451638,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,62191,53,96,,
pcap,1776871226.6568081,2001:0:14c9:d700:243e:b50b:8557:a793,TCP connection,connection,ip,20,small,,2001:0:14c9:d700:4fb:3ce5:67c5:62cc,55675,7680,86,,
pcap,1776871226.6568837,192.168.1.4,TCP connection,connection,ip,20,small,,49.37.177.228,55674,7680,66,,
pcap,1776871226.6723738,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2404:6800:4007:800::200e,59772,443,94,,
pcap,1776871226.6755478,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,1032,,
pcap,1776871226.6755478,2001:4860:4826:7700::,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,280,,
pcap,1776871226.676196,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,98,,
pcap,1776871226.6765854,23.208.64.225,TCP connection,connection,ip,20,small,,192.168.1.4,443,64422,86,,
pcap,1776871226.6849315,23.208.64.225,TCP connection,connection,ip,20,small,,192.168.1.4,443,64422,54,,
pcap,1776871226.7013955,fe80::26de:8aff:fe46:4781,UDP connection,connection,ip,20,medium,,fe80::43b9:ea7:9315:7318,53,54887,318,,
pcap,1776871226.7013955,fe80::26de:8aff:fe46:4781,UDP connection,connection,ip,20,medium,,fe80::43b9:ea7:9315:7318,53,62191,276,,
pcap,1776871226.7017808,fe80::26de:8aff:fe46:4781,UDP connection,connection,ip,20,medium,,fe80::43b9:ea7:9315:7318,53,56335,319,,
pcap,1776871226.7029915,192.168.1.4,TCP connection,connection,ip,20,large,,23.208.64.225,64422,443,1304,,
pcap,1776871226.7029915,192.168.1.4,TCP connection,connection,ip,20,large,,23.208.64.225,64422,443,1304,,
pcap,1776871226.7029915,192.168.1.4,TCP connection,connection,ip,20,large,,23.208.64.225,64422,443,1304,,
pcap,1776871226.7029915,192.168.1.4,TCP connection,connection,ip,20,medium,,23.208.64.225,64422,443,111,,
pcap,1776871226.7234344,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2001:4860:4826:7700::,52498,443,280,,
pcap,1776871226.7585318,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1288,,
pcap,1776871226.7585318,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1288,,
pcap,1776871226.7585318,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.7585318,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.7585318,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.7585318,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.7585318,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.7585318,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.7585318,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.7585318,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,877,,
pcap,1776871226.7585318,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1287,,
pcap,1776871226.7589889,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2404:6800:4007:800::200e,59772,443,97,,
pcap,1776871226.7590744,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2404:6800:4007:800::200e,59772,443,93,,
pcap,1776871226.7591085,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2404:6800:4007:800::200e,59772,443,93,,
pcap,1776871226.7591505,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2404:6800:4007:800::200e,59772,443,93,,
pcap,1776871226.7591903,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2404:6800:4007:800::200e,59772,443,93,,
pcap,1776871226.7630556,23.208.64.225,TCP connection,connection,ip,20,small,,192.168.1.4,443,64422,54,,
pcap,1776871226.7630556,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.7630556,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.7632349,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.7632349,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.7632349,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.7632349,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.7634256,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2404:6800:4007:800::200e,59772,443,93,,
pcap,1776871226.7635589,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2404:6800:4007:800::200e,59772,443,93,,
pcap,1776871226.7635975,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2404:6800:4007:800::200e,59772,443,93,,
pcap,1776871226.7677953,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,91,,
pcap,1776871226.768639,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,53037,53,95,,
pcap,1776871226.7688167,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.7688167,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.769142,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,55855,53,95,,
pcap,1776871226.7694283,fe80::43b9:ea7:9315:7318,UDP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,49665,53,95,,
pcap,1776871226.7698793,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2404:6800:4007:800::200e,59772,443,93,,
pcap,1776871226.7703505,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,54959,53,86,,
pcap,1776871226.7705314,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,61648,53,86,,
pcap,1776871226.7706797,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,64098,53,86,,
pcap,1776871226.7754295,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.7754295,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,1292,,
pcap,1776871226.7754295,2404:6800:4007:800::200e,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,857,,
pcap,1776871226.7760305,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2404:6800:4007:800::200e,59772,443,93,,
pcap,1776871226.7761567,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2404:6800:4007:800::200e,59772,443,93,,
pcap,1776871226.7822194,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,88,,
pcap,1776871226.7881136,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2404:6800:4007:802::2001,63216,443,1040,,
pcap,1776871226.8153143,fe80::26de:8aff:fe46:4781,UDP connection,connection,ip,20,medium,,fe80::43b9:ea7:9315:7318,53,53037,152,,
pcap,1776871226.8349311,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,92,,
pcap,1776871226.836905,fe80::26de:8aff:fe46:4781,UDP connection,connection,ip,20,medium,,fe80::43b9:ea7:9315:7318,53,49665,111,,
pcap,1776871226.836905,fe80::26de:8aff:fe46:4781,UDP connection,connection,ip,20,medium,,fe80::43b9:ea7:9315:7318,53,55855,123,,
pcap,1776871226.838902,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2404:6800:4007:831::2003,51385,443,1292,,
pcap,1776871226.8389876,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2404:6800:4007:831::2003,51385,443,1292,,
pcap,1776871226.861946,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,95,,
pcap,1776871226.865513,2404:6800:4007:800::200e,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,59772,86,,
pcap,1776871226.865831,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,88,,
pcap,1776871226.8980556,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,1050,,
pcap,1776871226.8980556,2001:4860:4826:7700::,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,163,,
pcap,1776871226.8985431,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,98,,
pcap,1776871226.9025726,2404:6800:4007:802::2001,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,63216,90,,
pcap,1776871226.9086883,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2001:4860:4826:7700::,52498,443,504,,
pcap,1776871226.9198983,2404:6800:4007:831::2003,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,51385,102,,
pcap,1776871226.9198983,2404:6800:4007:831::2003,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,51385,1292,,
pcap,1776871226.9198983,2404:6800:4007:831::2003,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,51385,1292,,
